pokemon1,pokemon2,move,helper
Mega Metagross,Kyogre,"If you're not Special Defense-minted and your opponent is Modest-minted, you'll get one-tapped by Kyogre. Choose the move carefully based on your roster. If your team is slower and has Pokémon like Arceus, Hammer is the best move. If your team is faster and includes Pokémon like Arceus, Zen is the best move for maximum damage. If you're Careful-minted or the opponent is not Modest, you can use Hammer and Zen to be safe.",shield311
Mega Metagross,Zacian,"Zacian usually gets walled by Metagross. If the opponent has slower Pokémon, which is the case for most Pokémon against Zacian, it's best to Hammer and then Meteor Mash Zacian. If you need to deal maximum damage and two-tap it without taking quick damage, you can Meteor and Bullet Punch (in priority). Usually, Hammer is recommended, followed by Meteor.",shield311
Mega Metagross,Rayquaza,"Mega Rayquaza kills Metagross. Hammer Arm and Meteor are the best moves on Rayquaza, as two Crunches will kill it. If both pokemons are at full hp, doing hammer and zen headbutt is recommended as meteor mash has a 20% chance of attack raise which can be lethal but if rayquaza just switched in on hammer/zen/meteor you can hammer if not already hammered then meteor otherwise meteor spam which will guarantee kill.",shield311
Mega Metagross,Giratina,"Against Giratina, it's situational and depends on your roster. If you have slower Pokémon, you can Hammer, but if not, you should Zen twice, as Meteor has a chance to raise the attack, which is annoying. Meteor does around 260 damage on Giratina, and Normal Giratina two-taps Metagross, but Origin Giratina will one-tap it unless it's Impish. Against Origin Giratina, Meteor and Bullet Punch are recommended.",shield311
Mega Metagross,Arceus,"Two Hammer Arms kill Arceus, but Bold Arceus will tank two Jolly Hammers. Bold Arceus beats Jolly Metagross, but Adamant Metagross 100% defeats any Arceus.",shield311
Mega Metagross,Groudon,"Hammer/Zen is best on Groudon, and it depends on your roster. If you have Pokémon with speed ties with Groudon or are slower, Hammer is your best bet. If you have something like Arceus and Rayquaza, then Zen is the best, increasing the chances of Zen + Hyper/Hurricane to kill it.",shield311
Mega Metagross,Zamazenta,"Hammer Arm and Zen Headbutt kill Zamazenta, regardless of mints or stats.",shield311
Mega Metagross,Eternatus,Eternatus two-taps Metagross by Flamethrower. Hammer Arm and Zen are the best moves for maximum damage output.,shield311
Mega Metagross,Ho Oh,"Against Ho Oh, it depends. If you have faster Pokémon in your roster, then two Zen Headbutts; otherwise, Hammer Arm. Zen Headbutt is best, as Ho Oh two-taps Metagross, and Metagross fails to do the same.",shield311
Mega Metagross,Yveltal,"For Yveltal, it's the same as Ho Oh. It two-taps it by two Suckers, so you will only land one move on it in non-priority, but in priority, you get to land Hammer Arm/Meteor Mash and Bullet Punch.",shield311
Mega Metagross,Mega Metagross,"The best move is Hammer Arm spam, and it's entirely dependent on the mint and stats. A really good Adamant Metagross will win against your Jolly Metagross in non-priority, and the same goes for Adamant versus Adamant, but priority usually wins.",shield311
Mega Metagross,Marshadow,"The best move is Zen Headbutt, which one-taps Marshadow regardless of mints. However, you need to play 50/50s in case of Pokémon like Yveltal on the opponent's team; in such situations, you can use Hammer Arm.",shield311
Mega Metagross,Flutter mane,"The best move is Meteor Mash, winning via a one-tap. However, you can start with Hammer Arm and then Meteor Mash in case the opponent has switches.",shield311
Mega Metagross,Magearna,Meteor Mash two-taps Magearna on Adamant mint and three-taps on other mints.,shield311
Mega Metagross,Lunala,"Metagross loses to Lunala nonetheless, though you can land two hits if you're careful and the opponent is timid. You can land Hammer and Meteor Mash if you have slower Mons or just Meteor for maximum damage.",shield311
Mega Metagross,Slaking,"Two Hammer Arms kill Slaking, regardless of mints and roster.",shield311
Mega Metagross,Koraidon,"Hammer Arm + Zen Headbutt twice does the job for Koraidon, though you can do other moves after the first Zen Headbutt if the opponent uses Breaking Swipe; otherwise, it two-taps via Hammer and Zen Headbutt.",shield311
Mega Metagross,Miraidon,"Miraidon defeats Metagross via two Overheats, but the best moves for Metagross are Hammer and Zen Headbutt for maximum damage.",shield311
Marshadow,Mega Mewtwo Y,"The best move to use is Sucker Punch, but it's better to switch to Yveltal or Magearna, as Sucker Punch only does 200.",btc3476
Marshadow,Regigigas,"The best move to use is Close Combat and Ice Punch to avoid switches; it kills, but if you're adamant Marshadow, Close Combat one-shots.",btc3476
Marshadow,Kyogre,"The best move to use is Close Combat; it does around 210. If you're careful mint and the opponent is timid mint, you tank one Water Spout and kill the Kyogre. If you aren't careful, you can switch to Rayquaza or Yveltal and chip it.",btc3476
Marshadow,Zacian,"The best move to use is Spectral Thief twice if you're Jolly and the opponent is non-speed mint. If the opponent is speed mint, you should do Spectral Thief and Sucker Punch, but you can switch to a Pokemon like Groudon or Metagross and save your Marshadow.",btc3476
Marshadow,Rayquaza,"The best move to use is Ice Punch; it does around 300-310. If you are adamant/impish Marshadow and the opponent is Jolly Ray, try to switch to a Mag or a Fairy. You can play straight with Ice, but only if you have a priority move Pokemon after Marshadow and you've got priority.",btc3476
Marshadow,Giratina,"The best move to use is Spectral Thief, but switch to Yveltal or Rayquaza if you have one.",btc3476
Marshadow,Arceus,"The best move to use is Close Combat 2x; it kills. If you are impish/careful Marshadow and the opponent is speed mint, do Close Combat and Sucker Punch; it kills in both ways.",btc3476
Marshadow,Groudon,"The best move to use is Close Combat, but it's better to switch to Rayquaza or even Yveltal when he mud shots.",btc3476
Marshadow,Zamazenta,"The best move to use is Spectral Thief twice, but if you are slower, you can do Spectral + Sucker. Otherwise, just switch to Rayquaza.",btc3476
Marshadow,Eternatus,"The best move to use is Ice Punch 2x if you're faster, but if you are slower, just Ice Punch and Sucker. You can also switch to Magearna or a Metagross.",btc3476
Marshadow,Ho Oh,"The best move to use is Close Combat, but it's better to switch to Rayquaza or Yveltal (only do Yveltal switch if Jolly).",btc3476
Marshadow,Yveltal,"The best move to use is Close Combat, but you can switch to Magearna if you have one.",btc3476
Marshadow,Mega Metagross,"The best move to use is Spectral Thief if you're Jolly. If you are not Jolly but impish, you tank one Zen Headbutt, so do Spectral Thief + Sucker Punch then.",btc3476
Marshadow,Marshadow,"The best move to use is Spectral Thief if you have priority or impish mint. If you have non-priority Jolly, better switch to Yveltal or Giratina.",btc3476
Marshadow,Flutter mane,"The best move to use is Spectral Punch and Sucker Punch, but you can also switch to Groudon if you want to save your Marshadow.",btc3476
Marshadow,Magearna,"The best move to use is Close Combat, but if you want to switch, switch to either Metagross or Groudon.",btc3476
Marshadow,Lunala,"The best move to use is Spectral Thief; it 1KOs, so no switch needed, and it's faster too, so it doesn't take any damage. Keep it and don't switch.",btc3476
Marshadow,Slaking,"The best move to use is Close Combat twice, and it kills, so no switch needed. Keep it.",btc3476
Marshadow,Koraidon,"The best move to use is Ice Punch and Sucker Punch, but always keep a priority move Pokemon after it. If you don't have that priority move Pokemon, switch to either Metagross or Mag when he does Outrage.",btc3476
Marshadow,Miraidon,"The best move to use is Ice Punch and Sucker Punch, but always keep a priority move Pokemon after that. If you don't have that Pokemon, better switch to either Groudon or Koraidon.",btc3476
Flutter mane,Mega Mewtwo Y,"Best move is Shadow Ball, but faster wins if Mega Mewtwo Y is slow speed or non-timid minted; it loses to 2 Shadow Balls, otherwise 2 Future Ends Flutter. You can also Moonblast for a drop or use Mystical Fire if you need a crucial drop.",shield311
Flutter mane,Regigigas,"Best move is Moonblast. Regigigas will win via Fire Punch spam, but you can switch out Flutter Mane and give Regi a blow from, let's say, Groudon, Metagross, Marshadow, and then end with Flutter Mane.",shield311
Flutter mane,Kyogre,"Best move is Mystical Fire and Moonblast as Flutter loses by 2 Water Spouts, so Mystical Fire is best for more damage + crippling special attack.",shield311
Flutter mane,Zacian,"Best move is Moonblast spam, but faster wins by Moonblast spam on both sides. But Zacian has Iron Head and Crunch, so Iron Head/Crunch users will 3-tap. You can also use Mystical Fire if you want to reduce special attack for your other Pokemon or your Flutter Mane itself if you're faster.",shield311
Flutter mane,Rayquaza,Best move is Moonblast. It wins against Hurricane Rays but dies to Rays with Fly.,shield311
Flutter mane,Giratina,"Best move is Moonblast for maximum damage, as Giratina wins by Shadow Force tap.",shield311
Flutter mane,Arceus,"Best move is Moonblast spam, wins by 3 shots. You can also use Mystical Fire as an alternative, but it will increase the moves to kill Arceus, but it's risky for switch-ins.",shield311
Flutter mane,Groudon,"The best move depends on your and your opponent's roster. You can either use Mystical Fire if you need lesser Eruption damage, like on your Yveltal or Zacian, or you can use Shadow Ball for maximum damage on Groudon as it loses by 1 shot via Precipice.",shield311
Flutter mane,Zamazenta,"Best move is Moonblast, but Iron Head users will outspeed and win by 1 tap.",shield311
Flutter mane,Eternatus,Best move is Mystical Fire and Psyshock spam; it wins against Eternatus. Though you can spam Mystical 1-2 times and use Moonblast to predict switches like Yveltals.,shield311
Flutter mane,Ho Oh,"Best move is Shadow Ball for maximum damage, as Ho Oh wins via Sky Tap.",shield311
Flutter mane,Yveltal,"Best move is Moonblast, as Yveltal wins via Sky Tap. Moon is best for overall switchouts too; it does most damage to most pokes that kill Flutter Mane, except Metagross, for which Shadow Ball is needed.",shield311
Flutter mane,Mega Metagross,"Best move is Shadow Ball, as Metagross wins via Meteor Mash tap. You can also use Mystical Fire, dealing 140-150 damage if you think the opponent can switch to a Pokemon immune to Ghost types.",shield311
Flutter mane,Marshadow,"Best move is Moonblast, as it wins as it's faster and taps. Marshadow can do Sucker Punch/Shadow Sneak, doing 110/160 damage respectively.",shield311
Flutter mane,Flutter mane,"Best move is Shadow Ball; priority/faster wins, as Shadow Ball deals 200 damage to Flutter Mane, and that's almost 85% of its HP. Therefore, the faster Flutter Mane, aka the player with priority, would be the winner in a Flutter Mane vs. Flutter Mane.",shield311
Flutter mane,Magearna,"Best move is Mystical Fire, as Magearna wins by Iron Head tap/Fleur + Iron tap in case of bad attack on Magearna.",shield311
Flutter mane,Lunala,"Best move is Shadow Ball, as it wins by 1 tap. Lunala is 4x weaker to Ghost-type moves, and Flutter Mane does approximately 490, 80 more than its max HP.",shield311
Flutter mane,Slaking,"Best move is Moonblast, as Slaking wins by two Sucker. You can Moonblast and switch out or switch out move one if you want to save your Flutter at max HP and switch in a Pokemon that kills Slaking.",shield311
Flutter mane,Koraidon,"Best move is Moonblast, as Flutter wins by 1 tap.",shield311
Flutter mane,Miraidon,"Best move is Moonblast, but it's priority-dependent; faster Pokemon wins. If Miraidon outspeeds, it will win via Overheat spam/Overheat + Thunder, which easily kills Flutter Mane, but in priority, Flutter Mane wins via Moonblast spam.",shield311
Magearna,Mega Mewtwo Y,"The best move to do will be 2x Fleur Cannon; it kills. However, you can also switch to Yveltal if you want to avoid chipping your Magearna.",btc3476
Magearna,Regigigas,"The best move to do will be 2x Fleur Cannon, but if the opponent runs Fire Punch on Regigigas, it may KO you. In that case, consider switching to a Marshadow when the opponent uses Fire Punch.",btc3476
Magearna,Kyogre,"The best move is Fleur Cannon, but it's better to switch to Metagross and use Hammer Arm to outspeed Kyogre.",btc3476
Magearna,Zacian,"The best move would be to do Flash Cannon + Fleur Cannon, but you can also opt for 2x Fleur Cannon to avoid switches; it kills. You can also switch to Metagross to avoid getting Magearna damaged.",btc3476
Magearna,Rayquaza,"The best move to do will be Fleur Cannon; just keep it and don't switch, as it kills in one hit.",btc3476
Magearna,Giratina,"The best move to do will be 2x Fleur Cannon; better not to switch and keep Magearna, as it kills in two hits.",btc3476
Magearna,Arceus,"The best move to do will be 2x Fleur Cannon. It kills Rash Arceus, and 3x Fleur Cannon is needed to kill Modest/Timid, so it's better to keep using it.",btc3476
Magearna,Groudon,"The best move to do will be Fleur Cannon, but as Groudon one-shots, it's better to switch to Rayquaza.",btc3476
Magearna,Zamazenta,"The best move to do will be Fleur Cannon, but Zamazenta may 2-shot you. If you want to avoid that, switch to Rayquaza.",btc3476
Magearna,Eternatus,"The best move to do is Fleur Cannon 2x against Eternatus. It kills if you're modest; otherwise, you need 3x Fleur Cannon to kill Eternatus.",btc3476
Magearna,Ho Oh,"The best move to do will be Fleur Cannon, but it's better to switch as this move one-shots you. Switch to Rayquaza or Yveltal.",btc3476
Magearna,Yveltal,"The best move to do is Fleur Cannon 2x, and don't switch; keep it.",btc3476
Magearna,Mega Metagross,"The best move to do is Fleur Cannon, but you can switch to Ray, Yveltal, or Giratina to avoid getting your Magearna killed.",btc3476
Magearna,Marshadow,"The best move to do will be Fleur Cannon; it one-shots, so keep Magearna against Marshadow.",btc3476
Magearna,Flutter mane,"The best move to do is Fleur Cannon spam, but if you want, you can switch to Groudon.",btc3476
Magearna,Magearna,"The best move to do is Fleur Cannon once and then start doing Iron Head spam till you kill. However, if you want, you can switch to Metagross or Groudon.",btc3476
Magearna,Lunala,"The best move to do will be to spam Fleur Cannon, but if you want to save your Magearna, you can switch to Yveltal or Ray.",btc3476
Magearna,Slaking,"The best move to do will be Fleur Cannon spam, but if you want to save your Magearna, you can switch to either Marshadow or Metagross.",btc3476
Magearna,Koraidon,"The best move to do will be Fleur Cannon; it one-shots, so keep it against Koraidon and don't switch.",btc3476
Magearna,Miraidon,"The best move to do will be Fleur Cannon 2x; it kills. However, if you want to save your Magearna for another Pokémon, you can switch to Groudon.",btc3476
Lunala,Mega Mewtwo Y,"The best move would be Moongeist Beam. It OHKOs, so no worries!",rahhla_coarster
Lunala,Regigigas,"The best move would be Dream Eater + Dream Eater + Dream Eater. If your opponent uses Knock Off on turn 1, then it's better to switch into something like Metagross in the back if you have it, but only if Lunala is needed for something in the matchup. If Lunala isn't needed, you can let Lunala die and cover up the damage with a faster Pokémon like Arceus/Zacian/Zamazenta in the middle.",rahhla_coarster
Lunala,Kyogre,"The best move would be to use Phantom Force twice. Have something in the middle to cover up the damage, like a faster Pokémon, or you can switch into a Rayquaza if you have one and save Lunala for the rest of the matchup.",rahhla_coarster
Lunala,Zacian,"The best move would be Dream Eater + Dream Eater + Dream Eater. If you see that the opposing Zacian has Crunch, it's recommended to switch into a Pokémon that hard-counters Zacian, like Metagross/Giratina/Groudon. If there's no Crunch, stay in and kill Zacian!",rahhla_coarster
Lunala,Rayquaza,"The best move would be Moonblast. You won't get a chance to Moonblast, as Crunch kills before it attacks, so it's recommended to switch into a Pokémon like Magearna if you have one.",rahhla_coarster
Lunala,Giratina,"The best move would be Moongeist Beam. Giratina OHKOs Lunala, so you should have something in the middle like Yveltal to cover up the damage. Or you can just switch Yveltal in, do the deed, and save Lunala if it's needed for something else in the rest of the matchup.",rahhla_coarster
Lunala,Arceus,"The best move would be Dream Eater + Dream Eater + Dream Eater. You win as long as Arceus doesn't get 2 Earth Power drops. If you see it's getting Earth Power drops, try switching into a Flying-type Pokémon, only if Lunala needs to be saved for later; otherwise, stay in.",rahhla_coarster
Lunala,Groudon,"The best move would be two Dream Eater. It kills, so no worries!",rahhla_coarster
Lunala,Zamazenta,"The best move would be Dream Eater. It kills, so no worries!",rahhla_coarster
Lunala,Eternatus,"The best move would be Dream Eater + Dream Eater. It kills, so no worries! Make sure you have decent defense, which is enough to tank a Crunch.",rahhla_coarster
Lunala,Ho Oh,"The best move would be Phantom Force + Phantom Force. It won't kill but leaves Ho Oh at low HP, so make sure to have a Pokémon like Arceus/Rayquaza/Yveltal in the middle.",rahhla_coarster
Lunala,Yveltal,"The best move would be to switch, as Lunala dies before attacking. Switch into a Pokémon like Magearna.",rahhla_coarster
Lunala,Mega Metagross,"The best move would be Moongeist Beam. It OHKOs; it 2KOs if Metagross is careful, so no worries!",rahhla_coarster
Lunala,Marshadow,"The best move would be to switch, as Marshadow OHKOs without taking damage. You can do the 50/50 of switching in a Yveltal if he does Spectral or Close Combat.",rahhla_coarster
Lunala,Flutter mane,"The best move is to switch, as Flutter Mane OHKOs without taking damage. You can switch in Ho Oh or Kyogre.",rahhla_coarster
Lunala,Magearna,"The best move to use is Moongeist Beam + Phantom Force + Phantom Force. It kills, so no worries!",rahhla_coarster
Lunala,Lunala,"The best move would be Moongeist Beam. Faster Luna wins. If both are +Speed mint and max speed, priority wins.",rahhla_coarster
Lunala,Slaking,"The best move to do is to switch, as Slaking OHKOs Lunala without taking damage. You can switch into something like Metagross to save Lunala.",rahhla_coarster
Lunala,Koraidon,"The best move to use is Moonblast. It OHKOs, so no worries.",rahhla_coarster
Lunala,Miraidon,The best move to use is Phantom Force as much as times Lunala survives. Make sure to have a priority move like Arceus or something faster like Zacian to cover up the loss of Lunala.,rahhla_coarster
Slaking,Mega Mewtwo Y,"The best move to use is Mega Kick + Sucker Punch. It kills, so go straight!",rahhla_coarster
Slaking,Regigigas,"The best move to use is two Hammer Arm. The faster one wins. If both are Speed mint, priority wins. If both are Adamant, priority wins. If one is non-Speed mint and another is Speed mint, the Speed mint wins.",rahhla_coarster
Slaking,Kyogre,"The best move to use is two Mega Kick. 31 HP 31 SpDef Slaking tanks Timid Kyogre. You win if you have 31 HP, 31 SpDef, and the opponent is Timid. If the opponent is Modest, you lose no matter what.",rahhla_coarster
Slaking,Zacian,"The best move is Hammer Arm + Mega Kick. Make sure you have a Pokémon with a priority move like Arceus/Ray in the back to cover up the damage, or you can switch into Metagross/Groudon to kill Zacian.",rahhla_coarster
Slaking,Rayquaza,The best move to use is Play Rough + Sucker Punch. You can choose to switch into a Mag or stay in and kill the Ray with Arceus/Koraidon/Miraidon or anything faster.,rahhla_coarster
Slaking,Giratina,"The best move to use is Play Rough. It 3KOs as long as your Slaking tanks 2 Aura Sphere, which it probably does. So go straight if you tank; if you don't, it's suggested to switch into a Yveltal/Koraidon/Rayquaza.",rahhla_coarster
Slaking,Arceus,"The best move to use is two Hammer Arm. It kills, so no worries.",rahhla_coarster
Slaking,Groudon,"The best move to use is Hammer Arm + Mega Kick. It leaves Groudon at decent HP, so you can either kill it with a faster Pokémon like Arceus/Kyogre (as it is hammered)/Ray or you can choose to switch into a Pokémon like Rayquaza to save Slaking for the rest of the matchup.",rahhla_coarster
Slaking,Zamazenta,"The best move to use is Hammer Arm + Play Rough. It leaves Zamazenta at low HP, so you can kill it with Rayquaza/Arceus, which is following the Slaking.",rahhla_coarster
Slaking,Eternatus,"The best move is Hammer Arm + Mega Kick. It leaves Eternatus at low HP, so you can kill it with Extreme Speed from Arceus/Rayquaza.",rahhla_coarster
Slaking,Ho Oh,"The best move is two Mega Kick, irrespective of mint. If perfect bulk, Slaking loses to 2KOs from Jolly Ho Oh if Slaking is non-Speed mint. The only exception is Impish Slaking.",rahhla_coarster
Slaking,Yveltal,"The best move is two Play Rough. It kills if Slaking is Jolly, irrespective of Yveltal mint. If Slaking is non +Speed mint, Yveltal Sky Attack 2KOs unless Impish Slaking.",rahhla_coarster
Slaking,Mega Metagross,The best move is Hammer Arm + Sucker Punch. Recommended to switch into a Groudon or Yveltal. You can also stay in and kill with a middle mon like Arceus/Kyogre/Groudon/Rayquaza/Yveltal by taking only Bullet Punch damage.,rahhla_coarster
Slaking,Marshadow,"The best move to use is Play Rough + Sucker Punch. It kills Marshadow, so no worries!",rahhla_coarster
Slaking,Flutter mane,"The best move to use is Play Rough. Slaking tanks 2 Moonblast and Play Rough 2KOs, so no worries!",rahhla_coarster
Slaking,Magearna,"The best move to use is Hammer Arm Spam. Slaking dies to 2 Fleur, so you can choose to switch in a Metagross/Groudon or stay in and cover up the damage, as Magearna is slow.",rahhla_coarster
Slaking,Lunala,"The best move to use is Sucker Punch. It OHKOs, so no worries.",rahhla_coarster
Slaking,Slaking,"The best move to use is two Hammer Arm. The faster one wins. If both Jolly, priority wins. If both Adamant, priority wins. If one Jolly and another is Adamant, Jolly wins.",rahhla_coarster
Slaking,Koraidon,"The best move to use is Play Rough. It OHKOs, so no worries.",rahhla_coarster
Slaking,Miraidon,"The best move to use is Hammer Arm + Play Rough. It kills, so no worries.",rahhla_coarster
Koraidon,Mega Mewtwo Y,"The best move to use is to switch, as Mega Mewtwo Y kills Koraidon without taking damage. You can switch into Yveltal/Metagross as they hard-counter Mega Mewtwo Y.",rahhla_coarster
Koraidon,Regigigas,"The best move to use is Close Combat. Jolly Regigigas can't tank Jolly Koraidon. Impish Regigigas tanks Jolly Koraidon, and Adamant Regigigas is an assured win.",rahhla_coarster
Koraidon,Kyogre,"The best move to use is two Close Combat. It kills, so go straight!",rahhla_coarster
Koraidon,Zacian,"The best move to do is to switch in Metagross/Groudon because Koraidon gets OHKOd by Zacian. If Zacian is non-speed mint and Koraidon is speed mint, you can manage to get a Close Combat/Giga Impact. However, Zacian has high speed, so it won't help the middle Pokémon to kill without taking damage. It's best to switch into Metagross/Groudon.",rahhla_coarster
Koraidon,Rayquaza,"The best move to do is Outrage. It kills, so go straight!",rahhla_coarster
Koraidon,Giratina,"The Best move to do is two Outrage. It kills, so no worries!",rahhla_coarster
Koraidon,Arceus,"The best move to do is Breaking Swipe + Close Combat. Koraidon kills Arceus irrespective of mint if it has 25+ HP, 25+ SpDef, and 25+ Def.",rahhla_coarster
Koraidon,Groudon,"The best move to do is Breaking Swipe + Close Combat. You can't tank Groudon, but it leaves it at low HP, and it's also debuffed, so any Pokémon faster than Groudon can cover up the damage. You can also switch into Rayquaza if you want Koraidon alive with full HP.",rahhla_coarster
Koraidon,Zamazenta,"The best move to do is two Close Combat. If you are faster, you win. If Zamazenta is faster, Zamazenta wins.",rahhla_coarster
Koraidon,Eternatus,"The best move to use is Outrage. Outrage leaves Eternatus at very low HP, and a Pokémon with a priority move or a Pokémon faster than Eternatus as the next Pokémon can cover up the damage.",rahhla_coarster
Koraidon,Ho Oh,"The best move to use is Outrage. Ho Oh OKOs Koraidon, so if you want to switch, you can switch into a Pokémon like Miraidon or Timid Kyogre if you have priority.",rahhla_coarster
Koraidon,Yveltal,"The best move to use is Breaking Swipe + Close Combat. It leaves Yveltal at low HP, so an Arceus/Rayquaza can kill it with a priority move. You can also switch into Miraidon if you want to keep Koraidon alive.",rahhla_coarster
Koraidon,Mega Metagross,"The Best move to use is Close Combat. Koraidon dies to Metagross, so you can choose to save Koraidon or cover up damage with some Pokémon in the middle, as Metagross is debuffed. You can switch into Pokémon like Rayquaza/Groudon/Yveltal.",rahhla_coarster
Koraidon,Marshadow,"The best move to use is two Close Combat. You win as long as you are speed-minted. If you are not speed-minted and Marshadow is speed-minted, Marshadow wins. But even if you aren't speed-minted, you can cover up the damage with a Sucker Punch from Yveltal as Marshadow is at low HP.",rahhla_coarster
Koraidon,Flutter mane,The best move to use is Flare Blitz.,rahhla_coarster
Koraidon,Magearna,"The best move to use is Close Combat. You can cover up the damage, as Magnezone is slow, with Kyogre/Groudon/Metagross/Arceus. If you want Koraidon alive, you can choose to switch into Metagross/Groudon.",rahhla_coarster
Koraidon,Lunala,"The best move is Outrage. You get OHKOd by Lunala, so you can choose to switch into Rayquaza/Yveltal or cover up damage with Rayquaza/Yveltal/Marshadow in the middle.",rahhla_coarster
Koraidon,Slaking,"The best move to use is two Close Combat. It kills, so no worries!",rahhla_coarster
Koraidon,Koraidon,"The best move to use is Outrage. Faster Koraidon wins. If both are speed-minted, priority wins.",rahhla_coarster
Koraidon,Miraidon,The best move is Outrage. Koraidon wins no matter what as it tanks Dragon Pulse. Priority decides whether Koraidon kills at full HP or with some HP left.,rahhla_coarster
Miraidon,Mega Mewtwo Y,"The best move is Overheat. Since Mega Mewtwo Y is faster, it's going to outspeed and kill Miraidon. But if Miraidon is faster due to mints, then Miraidon wins via Overheat and Thunder. If you are slower and need to save the low HP Miraidon, you can switch to other Pokemon to kill Mega Mewtwo Y off, as its special attack is already lowered. Timid Minted Mega Mewtwo Y wins by 2-tap.",shield311
Miraidon,Regigigas,"The best move is Thunder, but switching out is recommended as Regigigas will Hammer Arm, slowing it, and outspeeds and kills using Giga Impact. Switching to Pokemon like Marshadow or Metagross is recommended if you want to save Miraidon. Regigigas wins via 2-tap.",shield311
Miraidon,Kyogre,"The best move is dependent on the situation. If Miraidon is very low on HP, then Thunder is the way for most damage. But if it's above 200 and below 250, then Parabolic Charge and Thunder is the deal. However, you can also Overheat for rare occasions, though it isn't recommended. Miraidon wins via 2-tap.",shield311
Miraidon,Zacian,"The best move is Overheat. Zacian would usually outspeed and kill Miraidon, but if you are sure your opponent's Zacian is slower, then you can 2-tap by Thunder (Modest Mint) or switch out to Pokemon like Groudon and Metagross. Zacian wins via a lot of separate move combinations.",shield311
Miraidon,Rayquaza,"The best move is Dragon Pulse. It deals roughly 290/356 HP to Mega Ray, but you can switch out and chip Rayquaza using Pokemon like Marshadow, Rayquaza, Arceus, Metagross, and then land Dragon Pulse, or you can Pulse and then kill with the following. Rayquaza wins via Outrage 1-tap.",shield311
Miraidon,Giratina,"The best move is Dragon Pulse. It will win via a 2-tap as it outspeeds and kills Giratina, and Giratina does not 2-tap via Dragon Claw and Shadow Sneak. Miraidon wins via a two Dragon Pulse kill.",shield311
Miraidon,Arceus,"The best move is Overheat. Arceus and Miraidon are always a nearly stat and mint game. A very good attack Arceus will have to play a 5050 against Miraidon for move 1, Overheat, or Parabolic Charge, as a good attack Rash Arceus kills Miraidon by 3 Extreme Speed. So, you can either Parabolic Change and risk the opponent doing Hyper Beam or Overheat and Parabolic, gambling the stats/mint of your opponent. Nonetheless, if Extreme Speed fails to 3-tap it, then Miraidon wins via Overheat twice then Dragon Pulse kill, since most players run Hyper Beam.",shield311
Miraidon,Groudon,"The best move is Dragon Pulse. It deals the most damage to Groudon but cannot win against it. So, switching out is probably the best thing to do if you have Pokemon like Rayquaza in your team and you need to save Miraidon. Groudon wins by Precipice Tap.",shield311
Miraidon,Zamazenta,"The best move is Thunder, but Zamazenta wins via two Close Combat. So, it is better to switch out to Pokemon like Zacian, Groudon if you need to save Miraidon for other opponent Pokemon. Zamazenta Wins via two Close Combat.",shield311
Miraidon,Eternatus,"The best move is Overheat + Overheat + Dragon Pulse. Most Eternatus will die to Miraidon, but if some players decide to run Outrage instead of Hyper Beam, then Miraidon loses, as Dynamax Cannon after the first Overheat and Outrage will kill. 90% of the time, Miraidon wins via Overheat twice then Dragon Pulse kill, since most players run Hyper Beam.",shield311
Miraidon,Ho Oh,"The best move is Thunder + Parabolic Charge. Since Miraidon is faster, you can Thunder Ho Oh to deal a huge blow and then end with Parabolic Charge, which will kill Ho Oh and give you some heal in turn. Miraidon wins via Thunder + Parabolic or Thunder + Thunder or Thunder + Dragon Pulse.",shield311
Miraidon,Yveltal,"The best move is Parabolic Charge. It will 2-tap most non-Careful Yveltals, but in case it doesn't or your opponent did Snarl, you can Parabolic then Thunder. Miraidon wins via Parabolic spam/Parabolic + Thunder. The only case Miraidon loses to Yveltal is if the opponent runs Dragon Rush on Yveltal, which is rare.",shield311
Miraidon,Mega Metagross,"The best move is Overheat. Miraidon wins via overheat + Parabolic charge, which will deal a heavy blow and heal Miraidon slightly after the ordeal.",shield311
Miraidon,Marshadow,"The best move is Thunder, Miraidon wins against non-adamant Marshadow via Thunder spam or Thunder + Dragon Pulse, adamant good attack Marshadow can win against low HP Miraidon via close combat and sucker punch.",shield311
Miraidon,Flutter mane,"The best move is Overheat, priority/faster Pokemon wins, Overheat + Thunder or Overheat spam wins against Flutter Mane if faster Miraidon, otherwise Flutter Mane will win via moonblast spam.",shield311
Miraidon,Magearna,"The best move is Overheat, Miraidon wins via two Overheat on Magearna.",shield311
Miraidon,Lunala,"The best move is Overheat + Parabolic Charge + Thunder, Miraidon always wins against Lunala with these move combinations which also gives slight heal to Miraidon after ending Lunala.",shield311
Miraidon,Slaking,"The best move is Thunder, but switching out is recommended as Slaking wins via Hammer Arm and Mega Kick. You can either save Miraidon and kill Slaking with other Pokemon on your team or let Miraidon die and end with other pokes. Slaking Wins via Hammer Arm and Mega Kick/Play Rough.",shield311
Miraidon,Koraidon,"The best move is Dragon Pulse. You can either switch out and get Koraidon chipped or end it with other pokes, as it does 290/346 damage to Koraidon, and Koraidon always 1-taps Miraidon. Koraidon wins via 1 tap surviving D-pulse.",shield311
Miraidon,Miraidon,"The best move against Miraidon is Overheat and Dragon Pulse, though it's a bit tricky as some people can specifically run Outrage on Miraidon, like the Eternatus case, to kill other Miraidons. But usually, the faster poke wins. Overheat + Dpulse spam wins for faster Miraidon.",shield311
